,Product Name,Prices,Description,Review
78,"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6
79,"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.5
80,"realme GT 6 (Razor Green, 512 GB)","₹37,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
81,"realme GT 6 (Fluid Silver, 512 GB)","₹37,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
82,"vivo V50 5G (Starry Night, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,4.3
83,"Xiaomi 14 CIVI (Cruise Blue, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
84,"OPPO Reno13 5G (Luminous Blue, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
85,"vivo V30 Pro 5G (Andaman Blue, 512 GB)","₹39,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
86,"realme 14 Pro+ 5G (Pearl White, 512 GB)","₹37,999",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
87,"vivo V50 5G (Rose Red, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,4.5
88,"vivo V30 Pro 5G (Classic Black, 512 GB)","₹39,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
89,"realme GT 6 (Razor Green, 256 GB)","₹37,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
90,"REDMI Note 14 Pro+ 5G (Spectre Blue, 512 GB)","₹35,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
91,"vivo V50 5G (Titanium Grey, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,4.4
92,"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
93,"Mi 10T (Lunar Silver, 128 GB)","₹42,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.1
94,"IQOO 9T 5G (ALPHA, 128 GB)","₹45,799",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera4700 mAh Battery1 Year,4.6
95,"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6
96,"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4
97,"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
98,"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 128 GB)","₹33,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
99,"OPPO Reno13 5G (Ivory White, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
100,"OPPO Reno13 5G (Luminous Blue, 128 GB)","₹37,999",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
101,"SAMSUNG Galaxy A36 5G (Awesome Black, 256 GB)","₹32,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
102,"Xiaomi 14 CIVI (Matcha Green, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
103,"OnePlus 12R (Iron Gray, 128 GB)","₹34,998",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty,4.4
104,"OPPO Reno13 5G (Luminous Blue, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
105,"vivo V40 5G (Ganges Blue, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
106,"realme 14 Pro+ 5G (Pearl White, 512 GB)","₹37,999",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
107,"realme 14 Pro+ 5G (Suede Grey, 512 GB)","₹37,999",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
108,"OPPO Reno8T 5G (Midnight Black, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera4800 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor67W SUPERVOOC TM Charger I Dual Stereo Speakers120Hz 3D Curved AMOLED Screen1 Year on Handset and 6 Months on Accessories,4.3
109,"REDMI Note 14 Pro+ 5G (Phantom Purple, 512 GB)","₹35,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
110,"SAMSUNG Galaxy A36 5G (Awesome Lavender, 256 GB)","₹32,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
111,"REDMI Note 14 Pro+ 5G (Titan Black, 512 GB)","₹35,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
112,"OPPO Reno13 5G (Ivory White, 128 GB)","₹37,999",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3
113,"OPPO Reno8T 5G (Sunrise Gold, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera4800 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor67W SUPERVOOC TM Charger I Dual Stereo Speakers120Hz 3D Curved AMOLED Screen1 Year on Handset and 6 Months on Accessories,4.6
114,"IQOO Neo9 Pro (Conqueror Black, 128 GB)","₹37,990",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.2
115,"Honor 200 5G (Moonlight White, 512 GB)","₹35,498",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display50MP + 50MP + 12MP | 50MP Front Camera5200 mAh BatterySnapdragon 7 Gen 3 Processor1 year manufacturer's warranty for handset & 6 months for accessories,4.6
116,"IQOO NEO9 PRO (Fiery Red, 128 GB)","₹36,148",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.3
117,"OPPO Reno10 Pro 5G (Glossy Purple, 256 GB)","₹37,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP | 32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
118,"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.4
119,"OPPO Reno 12 Pro 5G (Space Brown, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
120,"OnePlus Nord 3 5G (Misty Green, 256 GB)","₹37,490",16 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.3
121,"SAMSUNG Galaxy A54 5G (Awesome White, 256 GB)","₹38,132","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.3
122,"REDMI Note 14 Pro+ 5G (Titan Black, 512 GB)","₹35,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
123,"REDMI Note 14 Pro+ 5G (Spectre Blue, 512 GB)","₹35,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.6
124,"IQOO NEO9 PRO (Fiery Red, 128 GB)","₹35,490",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.3
125,"OPPO Reno10 Pro 5G (Silvery Grey, 256 GB)","₹37,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP | 32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
126,"OnePlus 11 5G (Eternal Green, 128 GB)","₹34,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.1
127,"Mi 10T (Cosmic Black, 128 GB)","₹37,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.3
128,"Xiaomi 14 CIVI (Cruise Blue, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
129,"SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)","₹37,499","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.4
130,"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 128 GB)","₹39,995",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.5
131,"vivo V29 Pro 5G (Black, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
132,"OnePlus 11 5G (Eternal Green, 128 GB)","₹34,989",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.4
133,"OnePlus 11 5G (Titan Black, 128 GB)","₹36,388",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.5
134,"vivo V29 Pro 5G (Blue, 256 GB)","₹38,768",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
135,"OnePlus 11R 5G (Galactic Silver, 128 GB)","₹31,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.5
136,"SAMSUNG Galaxy A36 5G (Awesome White, 256 GB)","₹32,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
137,"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹28,980",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
138,"vivo V30 5G (Peacock Green, 256 GB)","₹35,700",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
139,"SAMSUNG Galaxy A35 5G (Awesome Lilac, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.5
140,"OnePlus 11R 5G (Galactic Silver, 256 GB)","₹38,700",16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.4
141,"SAMSUNG Galaxy S23 FE (Mint, 256 GB)","₹32,999",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
142,"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3
143,"vivo V25 Pro 5G (Pure Black, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.4
144,"SAMSUNG Galaxy S23 FE (Mint, 256 GB)","₹32,999",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.5
145,"OPPO Reno10 Pro+ 5G (Silvery Grey, 256 GB)","₹54,999",12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Full HD+ Display50MP + 64MP + 8MP | 32MP Front Camera4700 mAh BatterySnapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
146,"Xiaomi 12 Pro 5G (Noir Black, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
147,"OnePlus 10 Pro 5G (Volcanic Black, 128 GB)","₹39,000",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
148,"OPPO Reno8 5G (Shimmer Black, 128 GB)","₹26,999",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 1300 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.5
149,"IQOO 3 (Quantum Silver, 128 GB)","₹37,990","8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories",4.5
150,"vivo V30 5G (Peacock Green, 256 GB)","₹35,700",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2
151,"Mi 10T Pro (Cosmic Black, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.3
152,"Mi Mix 2 (Black, 128 GB)","₹37,999",6 GB RAM | 128 GB ROM15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera3400 mAh Li-polymer BatteryQualcomm Snapdragon 835 Octa Core 2.5 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
153,"OnePlus 10R (Forest Green, 128 GB)","₹29,499",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4
154,"OnePlus 9RT 5G (Hacker Black, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Display50MP Rear Camera4500 mAh Battery12 months,4.6
155,"realme X2 Pro (Neptune Blue, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Full HD+ Display64MP + 13MP + 8MP + 2MP | 16MP Front Camera4000 mAh BatteryQualcomm Snapdragon 855 Plus Processor90 Hz Ultra Smooth Display50W Super Vooc Flash Charge20X Hybrid ZoomBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
